age_start,age_end,sex,race_ethnicity,born_in_us,state,non_reference_person_emigration_rate
0,15,Female,Asian,0,9,0.025454152182753285
0,15,Female,Asian,0,10,0.013874500026175757
0,15,Female,Asian,0,11,0.07244566692412772
0,15,Female,Asian,0,12,0.024777217492531128
0,15,Female,Asian,0,13,0.016424339176173534
0,15,Female,Asian,0,15,0.013886769134995428
0,15,Female,Asian,0,16,0.0091822899850421
0,15,Female,Asian,0,17,0.014518158246073472
0,15,Female,Asian,0,18,0.014231337779920729
0,15,Female,Asian,0,19,0.012116702048690581
0,15,Female,Asian,0,20,0.019244859479428323
0,15,Female,Asian,0,21,0.010406824258672268
0,15,Female,Asian,0,22,0.009268781340147624
0,15,Female,Asian,0,23,0.008428132747616356
0,15,Female,Asian,0,24,0.01772411904061449
0,15,Female,Asian,0,25,0.0194649237103069
0,15,Female,Asian,0,26,0.02350084825116024
0,15,Female,Asian,0,27,0.024440429922408486
0,15,Female,Asian,0,28,0.008585735379976957
0,15,Female,Asian,0,29,0.016088702572828274
0,15,Female,Asian,0,30,0.01077943000963416
0,15,Female,Asian,0,31,0.015968838284193234
0,15,Female,Asian,0,32,0.013403274650870985
0,15,Female,Asian,0,33,0.016614050980817672
0,15,Female,Asian,0,34,0.016677765275256003
0,15,Female,Asian,0,35,0.020535477204014985
0,15,Female,Asian,0,36,0.020972076474701843
0,15,Female,Asian,0,37,0.016775103190113137
0,15,Female,Asian,0,38,0.012085841595997657
0,15,Female,Asian,0,39,0.01646267454972203
0,15,Female,Asian,0,40,0.008883410945886823
0,15,Female,Asian,0,41,0.020716381420011434
0,15,Female,Asian,0,42,0.014071383228727101
0,15,Female,Asian,0,44,0.0186998136235933
0,15,Female,Asian,0,45,0.013486067104959221
0,15,Female,Asian,0,46,0.011953387780530352
0,15,Female,Asian,0,47,0.01643402330326973
0,15,Female,Asian,0,48,0.017748446567600957
0,15,Female,Asian,0,49,0.026087100049036183
0,15,Female,Asian,0,50,0.008125960203966014
0,15,Female,Asian,0,51,0.019946601915957776
0,15,Female,Asian,0,53,0.026524751773748634
0,15,Female,Asian,0,54,0.011015456938592653
0,15,Female,Asian,0,55,0.016572257002639316
0,15,Female,Asian,0,56,0.020747660903564363
0,15,Female,Asian,1,1,0.0007097367290727302
0,15,Female,Asian,1,2,0.0008568754462226792
0,15,Female,Asian,1,4,0.0014750934326017405
0,15,Female,Asian,1,5,0.000730250566129122
0,15,Female,Asian,1,6,0.00139269161707081
0,15,Female,Asian,1,8,0.0009242737016982023
0,15,Female,Asian,1,9,0.0012816029947954144
0,15,Female,Asian,1,10,0.0005834252622764749
0,15,Female,Asian,1,11,0.0017717462223326437
0,15,Female,Asian,1,12,0.0018850498487133064
0,15,Female,Asian,1,13,0.0008890811208427426
0,15,Female,Asian,1,15,0.0012351015040970065
0,15,Female,Asian,1,16,0.000672530957320737
0,15,Female,Asian,1,17,0.0011845086574697689
0,15,Female,Asian,1,18,0.0022913687408430096
0,15,Female,Asian,1,19,0.0013916044848210208
0,15,Female,Asian,1,20,0.0009541811136857507
0,15,Female,Asian,1,21,0.000551631028002129
0,15,Female,Asian,1,22,0.0007220157646327917
0,15,Female,Asian,1,23,0.0006223329521899328
0,15,Female,Asian,1,24,0.0018028954532513747
0,15,Female,Asian,1,25,0.002275368771680289
0,15,Female,Asian,1,26,0.0014039754245445749
0,15,Female,Asian,1,27,0.0007720741802710719
0,15,Female,Asian,1,28,0.00039440777578136254
0,15,Female,Asian,1,29,0.0005650354617603865
0,15,Female,Asian,1,30,0.0007845812010744883
0,15,Female,Asian,1,31,0.0009303610745667798
0,15,Female,Asian,1,32,0.0008651335091347521
0,15,Female,Asian,1,33,0.0007263074216694551
0,15,Female,Asian,1,34,0.0010810049417899008
0,15,Female,Asian,1,35,0.0007221156237592971
0,15,Female,Asian,1,36,0.0012371387218125824
0,15,Female,Asian,1,37,0.0009239147622925627
0,15,Female,Asian,1,38,0.0007417395650487444
0,15,Female,Asian,1,39,0.0007743384094988813
0,15,Female,Asian,1,40,0.0005326738991867032
0,15,Female,Asian,1,41,0.0010833707033375633
0,15,Female,Asian,1,42,0.0006886240480308155
0,15,Female,Asian,1,44,0.0012488651820599594
0,15,Female,Asian,1,45,0.0007794895104037494
0,15,Female,Asian,1,46,0.0008224406318040656
0,15,Female,Asian,1,47,0.0008554937703827356
0,15,Female,Asian,1,48,0.0012386119522248395
0,15,Female,Asian,1,49,0.003182934725884343
0,15,Female,Asian,1,50,0.0008321178467124357
0,15,Female,Asian,1,51,0.00142637150659035
0,15,Female,Asian,1,53,0.001311573961219951
0,15,Female,Asian,1,54,0.0004440157355224122
0,15,Female,Asian,1,55,0.0004394101127285928
0,15,Female,Asian,1,56,0.0008425035482747927
0,15,Female,Black,0,1,0.009433780205794209
0,15,Female,Black,0,2,0.019491715002917787
0,15,Female,Black,0,4,0.023817572416916337
0,15,Female,Black,0,5,0.013817423874926111
0,15,Female,Black,0,6,0.024079077480123112
0,15,Female,Black,0,8,0.016722907279019827
0,15,Female,Black,0,9,0.03200280079586796
0,15,Female,Black,0,10,0.011184193961064579
0,15,Female,Black,0,11,0.029555365814157925
0,15,Female,Black,0,12,0.025703585964901143
0,15,Female,Black,0,13,0.01959427968232521
0,15,Female,Black,0,15,0.02773687876434055
0,15,Female,Black,0,16,0.011642297775608896
0,15,Female,Black,0,17,0.016250699046324927
0,15,Female,Black,0,18,0.016868948984129137
0,15,Female,Black,0,19,0.00490779760170911
0,15,Female,Black,0,20,0.008389507682418371
0,15,Female,Black,0,21,0.023079475153316115
0,15,Female,Black,0,22,0.03190229490892638
0,15,Female,Black,0,23,0.03662788181336941
0,15,Female,Black,0,24,0.030062753374679056
0,15,Female,Black,0,25,0.016432309757285588
0,15,Female,Black,0,26,0.02028309335576818
0,15,Female,Black,0,27,0.022174038507316494
0,15,Female,Black,0,28,0.008909925104951802
0,15,Female,Black,0,29,0.017810878887351143
0,15,Female,Black,0,30,0.011984345875940647
0,15,Female,Black,0,31,0.014347660742818276
0,15,Female,Black,0,32,0.021378910709333065
0,15,Female,Black,0,33,0.026140765113595015
0,15,Female,Black,0,34,0.027295090887305112
0,15,Female,Black,0,35,0.025382132989346374
0,15,Female,Black,0,36,0.017762568681372628
0,15,Female,Black,0,37,0.017609883007593793
0,15,Female,Black,0,38,0.0071436992386112305
0,15,Female,Black,0,39,0.00958633238988186
0,15,Female,Black,0,40,0.014283325824727808
0,15,Female,Black,0,41,0.013367841153794465
0,15,Female,Black,0,42,0.013845088577197833
0,15,Female,Black,0,44,0.008512566386100102
0,15,Female,Black,0,45,0.012262691784203156
0,15,Female,Black,0,46,0.006970019014491492
0,15,Female,Black,0,47,0.012803219222141596
0,15,Female,Black,0,48,0.01972021165481538
0,15,Female,Black,0,49,0.01456843596969287
0,15,Female,Black,0,50,0.013252098146864554
0,15,Female,Black,0,51,0.022238101183597807
0,15,Female,Black,0,53,0.027646430444589587
0,15,Female,Black,0,54,0.007099969402560913
0,15,Female,Black,0,55,0.010543315304983125
0,15,Female,Black,0,56,0.017421651743458805
0,15,Female,Black,1,1,0.0008825997491054309
0,15,Female,Black,1,2,0.0006568039500762862
0,15,Female,Black,1,4,0.00039470467448440665
0,15,Female,Black,1,5,0.0006837245126822739
0,15,Female,Black,1,6,0.0007372469218084033
0,15,Female,Black,1,8,0.000815389493694071
0,15,Female,Black,1,9,0.00091660218398742
0,15,Female,Black,1,10,0.0005184019885544315
0,15,Female,Black,1,11,0.0009580349635609581
0,15,Female,Black,1,12,0.0008021772030164488
0,15,Female,Black,1,13,0.0002872991021907778
0,15,Female,Black,1,15,0.0010232133134270161
0,15,Female,Black,1,16,0.0005259110222679723
0,15,Female,Black,1,17,0.0003491422948369682
0,15,Female,Black,1,18,0.000317061899693973
0,15,Female,Black,1,19,0.00021972741560271196
0,15,Female,Black,1,20,0.00028520421094728585
0,15,Female,Black,1,21,0.0004934509507457344
0,15,Female,Black,1,22,0.0006616504881088089
0,15,Female,Black,1,23,0.0002835912506015632
0,15,Female,Black,1,24,0.0009520486017189528
0,15,Female,Black,1,25,0.0006531717805376287
0,15,Female,Black,1,26,0.0006308085534542713
0,15,Female,Black,1,27,0.0005481212057108359
0,15,Female,Black,1,28,6.86631145815684e-05
0,15,Female,Black,1,29,0.0003326877954566664
0,15,Female,Black,1,30,0.0003628955214177793
0,15,Female,Black,1,31,0.0007633394426554814
0,15,Female,Black,1,32,0.00041724525381004314
0,15,Female,Black,1,33,0.0004749864293530841
0,15,Female,Black,1,34,0.0006047506643534259
0,15,Female,Black,1,35,0.000378619505923397
0,15,Female,Black,1,36,0.0006217780305448567
0,15,Female,Black,1,37,0.00041282239487496023
0,15,Female,Black,1,38,0.00031851178676602245
0,15,Female,Black,1,39,0.0003152682161846518
0,15,Female,Black,1,40,0.0005811704185779431
0,15,Female,Black,1,41,0.0004627315084298273
0,15,Female,Black,1,42,0.0004879221680335006
0,15,Female,Black,1,44,0.0007766413424605519
0,15,Female,Black,1,45,0.00022133957628529978
0,15,Female,Black,1,46,0.00035059533706990875
0,15,Female,Black,1,47,0.0002703337849370994
0,15,Female,Black,1,48,0.0005949287686250352
0,15,Female,Black,1,49,0.000641821985866981
0,15,Female,Black,1,50,0.00036090983745339284
0,15,Female,Black,1,51,0.0005081340125425306
0,15,Female,Black,1,53,0.0009212533321114575
0,15,Female,Black,1,54,0.00017690901577290614
0,15,Female,Black,1,55,0.00023642924925356627
0,15,Female,Black,1,56,0.0019273448940072449
0,15,Female,Latino,0,1,0.009915827200360298
0,15,Female,Latino,0,2,0.03861825876394235
0,15,Female,Latino,0,4,0.020338439767656286
0,15,Female,Latino,0,5,0.01148698305999647
0,15,Female,Latino,0,6,0.021918862923991516
0,15,Female,Latino,0,8,0.02519260001793206
0,15,Female,Latino,0,9,0.024656264569204746
0,15,Female,Latino,0,10,0.019089984681897997
0,15,Female,Latino,0,11,0.033079823007251215
0,15,Female,Latino,0,12,0.025218503123864467
0,15,Female,Latino,0,13,0.021346997321224193
0,15,Female,Latino,0,15,0.03289643693209077
0,15,Female,Latino,0,16,0.01650018780764232
0,15,Female,Latino,0,17,0.017215894343961244
0,15,Female,Latino,0,18,0.01969983461389447
0,15,Female,Latino,0,19,0.010822483848839838
0,15,Female,Latino,0,20,0.019008321044889417
0,15,Female,Latino,0,21,0.014693610756691991
0,15,Female,Latino,0,22,0.013123400345767032
0,15,Female,Latino,0,23,0.012677916497020774
0,15,Female,Latino,0,24,0.034300330488508314
0,15,Female,Latino,0,25,0.03122836216488592
0,15,Female,Latino,0,26,0.02383278916937549
0,15,Female,Latino,0,27,0.018752448100512617
0,15,Female,Latino,0,28,0.007217434647992066
0,15,Female,Latino,0,29,0.016160416438069876
0,15,Female,Latino,0,30,0.05635807007429197
0,15,Female,Latino,0,31,0.03715018514570536
0,15,Female,Latino,0,32,0.022475759264820816
0,15,Female,Latino,0,33,0.031348433525583544
0,15,Female,Latino,0,34,0.022303989211045244
0,15,Female,Latino,0,35,0.018466895735780663
0,15,Female,Latino,0,36,0.023342889962444147
0,15,Female,Latino,0,37,0.020878450708579133
0,15,Female,Latino,0,38,0.01374625922849472
0,15,Female,Latino,0,39,0.017823180518752323
0,15,Female,Latino,0,40,0.013251116798170698
0,15,Female,Latino,0,41,0.014727643581097653
0,15,Female,Latino,0,42,0.019920515326303314
0,15,Female,Latino,0,44,0.024496491380288626
0,15,Female,Latino,0,45,0.014939311240351893
0,15,Female,Latino,0,46,0.07857509854936404
0,15,Female,Latino,0,47,0.01715284729008007
0,15,Female,Latino,0,48,0.022535151321793574
0,15,Female,Latino,0,49,0.02499802034328054
0,15,Female,Latino,0,50,0.018519641451671585
0,15,Female,Latino,0,51,0.028238010318104165
0,15,Female,Latino,0,53,0.027310383646720195
0,15,Female,Latino,0,54,0.011937530811952379
0,15,Female,Latino,0,55,0.01534904960259594
0,15,Female,Latino,0,56,0.012614172520919556
0,15,Female,Latino,1,1,0.001226435539910426
0,15,Female,Latino,1,2,0.0010406295425470949
0,15,Female,Latino,1,4,0.0011862428160423894
0,15,Female,Latino,1,5,0.0003635593489019753
0,15,Female,Latino,1,6,0.0009332412906522875
0,15,Female,Latino,1,8,0.001025098662565238
0,15,Female,Latino,1,9,0.0007390385124012853
0,15,Female,Latino,1,10,0.000433829327398764
0,15,Female,Latino,1,11,0.0011473937725731819
0,15,Female,Latino,1,12,0.0011610464889382339
0,15,Female,Latino,1,13,0.0006241554816040902
0,15,Female,Latino,1,15,0.0011738566185579785
0,15,Female,Latino,1,16,0.0005135997073868373
0,15,Female,Latino,1,17,0.0006729897575188862
0,15,Female,Latino,1,18,0.0004330292691587461
0,15,Female,Latino,1,19,0.00034573016098972593
0,15,Female,Latino,1,20,0.0008230294853389836
0,15,Female,Latino,1,21,0.0003890101383373264
0,15,Female,Latino,1,22,0.0004555253236602663
0,15,Female,Latino,1,23,0.00042573940388356907
0,15,Female,Latino,1,24,0.0010327037061018355
0,15,Female,Latino,1,25,0.0009598935336824633
0,15,Female,Latino,1,26,0.0007599867183154411
0,15,Female,Latino,1,27,0.0008273680290350382
0,15,Female,Latino,1,28,0.0002745314181631699
0,15,Female,Latino,1,29,0.0010111911225601214
0,15,Female,Latino,1,30,0.00046563402780658915
0,15,Female,Latino,1,31,0.0017621889876445612
0,15,Female,Latino,1,32,0.0006841505862642686
0,15,Female,Latino,1,33,0.0006332702430423769
0,15,Female,Latino,1,34,0.001094012960954989
0,15,Female,Latino,1,35,0.0001967618000882768
0,15,Female,Latino,1,36,0.0008113487105866569
0,15,Female,Latino,1,37,0.0011760038208486106
0,15,Female,Latino,1,38,0.0004742885666720139
0,15,Female,Latino,1,39,0.0007896397298928052
0,15,Female,Latino,1,40,0.0008689923612437686
0,15,Female,Latino,1,41,0.0007035036740786124
0,15,Female,Latino,1,42,0.0006492513300551079
0,15,Female,Latino,1,44,0.00039195235366015833
0,15,Female,Latino,1,45,0.0008018206149356055
0,15,Female,Latino,1,46,0.0005063949160837
0,15,Female,Latino,1,47,0.0006241824424704775
0,15,Female,Latino,1,48,0.0007017920190069954
0,15,Female,Latino,1,49,0.0009286663568764841
0,15,Female,Latino,1,50,0.0005627664946183775
0,15,Female,Latino,1,51,0.001117929196370404
0,15,Female,Latino,1,53,0.0012427053766608039
0,15,Female,Latino,1,54,0.0003206510737162203
0,15,Female,Latino,1,55,0.0007403975408379906
0,15,Female,Latino,1,56,0.0005679298175956106
0,15,Female,Multiracial or Other,0,1,0.007881594442758294
0,15,Female,Multiracial or Other,0,2,0.06701608712310114
0,15,Female,Multiracial or Other,0,4,0.013447240056750048
0,15,Female,Multiracial or Other,0,5,0.02689055215296156
0,15,Female,Multiracial or Other,0,6,0.023196225448467913
0,15,Female,Multiracial or Other,0,8,0.01513323418490567
0,15,Female,Multiracial or Other,0,9,0.011054269190516592
0,15,Female,Multiracial or Other,0,10,0.011476340811120488
0,15,Female,Multiracial or Other,0,11,0.024111589886399186
0,15,Female,Multiracial or Other,0,12,0.02150922855896739
0,15,Female,Multiracial or Other,0,13,0.011976518210836631
0,15,Female,Multiracial or Other,0,15,0.07088620082826458
0,15,Female,Multiracial or Other,0,16,0.009453123347294328
0,15,Female,Multiracial or Other,0,17,0.016452549320638037
0,15,Female,Multiracial or Other,0,18,0.016796246331572184
0,15,Female,Multiracial or Other,0,19,0.00868956013507678
0,15,Female,Multiracial or Other,0,20,0.009773972976797407
0,15,Female,Multiracial or Other,0,21,0.012702054647953608
0,15,Female,Multiracial or Other,0,22,0.009303095386232902
0,15,Female,Multiracial or Other,0,23,0.00808095488591328
0,15,Female,Multiracial or Other,0,24,0.02110028269666076
0,15,Female,Multiracial or Other,0,25,0.01819452943952327
0,15,Female,Multiracial or Other,0,26,0.00973650752075665
0,15,Female,Multiracial or Other,0,27,0.021300432739763064
0,15,Female,Multiracial or Other,0,28,0.007259662185699724
0,15,Female,Multiracial or Other,0,29,0.017790991161093454
0,15,Female,Multiracial or Other,0,30,0.011163649249534046
0,15,Female,Multiracial or Other,0,31,0.014888713572982772
0,15,Female,Multiracial or Other,0,32,0.009098598945332157
0,15,Female,Multiracial or Other,0,33,0.017695957709244814
0,15,Female,Multiracial or Other,0,34,0.03161159932974043
0,15,Female,Multiracial or Other,0,35,0.012023267364576144
0,15,Female,Multiracial or Other,0,36,0.019374486145124936
0,15,Female,Multiracial or Other,0,37,0.016097203794651894
0,15,Female,Multiracial or Other,0,38,0.01001118297128613
0,15,Female,Multiracial or Other,0,39,0.0076145233189562
0,15,Female,Multiracial or Other,0,40,0.022102611754787557
0,15,Female,Multiracial or Other,0,41,0.011813346714799099
0,15,Female,Multiracial or Other,0,42,0.012246169585236338
0,15,Female,Multiracial or Other,0,44,0.007472461930720747
0,15,Female,Multiracial or Other,0,45,0.04578054193218525
0,15,Female,Multiracial or Other,0,46,0.01067859516937187
0,15,Female,Multiracial or Other,0,47,0.010928109815447111
0,15,Female,Multiracial or Other,0,48,0.01457203181730008
0,15,Female,Multiracial or Other,0,49,0.02470791222455425
0,15,Female,Multiracial or Other,0,50,0.02721104608068399
0,15,Female,Multiracial or Other,0,51,0.021831435160365738
0,15,Female,Multiracial or Other,0,53,0.018858249645227785
0,15,Female,Multiracial or Other,0,54,0.006589371225544943
0,15,Female,Multiracial or Other,0,55,0.012264951233304405
0,15,Female,Multiracial or Other,0,56,0.008246688755567793
0,15,Female,Multiracial or Other,1,1,0.0004862014367917294
0,15,Female,Multiracial or Other,1,2,0.0016582000383439926
0,15,Female,Multiracial or Other,1,4,0.0005270558595292479
0,15,Female,Multiracial or Other,1,5,0.00019876753546777348
0,15,Female,Multiracial or Other,1,6,0.0006381560509543293
0,15,Female,Multiracial or Other,1,8,0.0003754831824054361
0,15,Female,Multiracial or Other,1,9,0.0007186169774053633
0,15,Female,Multiracial or Other,1,10,0.0002472247181803549
0,15,Female,Multiracial or Other,1,11,0.0005972647030177696
0,15,Female,Multiracial or Other,1,12,0.000613074772117342
0,15,Female,Multiracial or Other,1,13,0.0004813081904768468
0,15,Female,Multiracial or Other,1,15,0.0003937562272671895
0,15,Female,Multiracial or Other,1,16,0.0007855019727817134
0,15,Female,Multiracial or Other,1,17,0.0006119032737692513
0,15,Female,Multiracial or Other,1,18,0.0005442261207691589
0,15,Female,Multiracial or Other,1,19,0.00017607080401815358
0,15,Female,Multiracial or Other,1,20,0.0003063985931652028
0,15,Female,Multiracial or Other,1,21,0.00018601879492644081
0,15,Female,Multiracial or Other,1,22,0.0003639165177142705
0,15,Female,Multiracial or Other,1,23,0.00019672380567362208
0,15,Female,Multiracial or Other,1,24,0.0008273794906618665
0,15,Female,Multiracial or Other,1,25,0.00099812532671134
0,15,Female,Multiracial or Other,1,26,0.0003994178357589839
0,15,Female,Multiracial or Other,1,27,0.001292644159576885
0,15,Female,Multiracial or Other,1,28,0.00021083672426187793
0,15,Female,Multiracial or Other,1,29,0.00027640456326288805
0,15,Female,Multiracial or Other,1,30,0.00026826816785116233
0,15,Female,Multiracial or Other,1,31,0.002707191266651494
0,15,Female,Multiracial or Other,1,32,0.0002760744828556858
0,15,Female,Multiracial or Other,1,33,0.0003595052924870636
0,15,Female,Multiracial or Other,1,34,0.0006760980412021906
0,15,Female,Multiracial or Other,1,35,0.00029305142284035703
0,15,Female,Multiracial or Other,1,36,0.0007427238346854682
0,15,Female,Multiracial or Other,1,37,0.0010872326748081014
0,15,Female,Multiracial or Other,1,38,0.00022887679516871962
0,15,Female,Multiracial or Other,1,39,0.0003531288423378865
0,15,Female,Multiracial or Other,1,40,0.00016729197148560314
0,15,Female,Multiracial or Other,1,41,0.0006380727682124111
0,15,Female,Multiracial or Other,1,42,0.00025538450929888523
0,15,Female,Multiracial or Other,1,44,0.00047103029820546585
0,15,Female,Multiracial or Other,1,45,0.00023536725478209088
0,15,Female,Multiracial or Other,1,46,0.00023073730544954194
0,15,Female,Multiracial or Other,1,47,0.0009583272821773398
0,15,Female,Multiracial or Other,1,48,0.000627074453712829
0,15,Female,Multiracial or Other,1,49,0.000794941562281699
0,15,Female,Multiracial or Other,1,50,0.00026205693998036897
0,15,Female,Multiracial or Other,1,51,0.00111044161413777
0,15,Female,Multiracial or Other,1,53,0.001205565644821244
0,15,Female,Multiracial or Other,1,54,0.00012738772859766285
0,15,Female,Multiracial or Other,1,55,0.0005640687380653367
0,15,Female,Multiracial or Other,1,56,0.00025418555056982186
0,15,Female,NHOPI,0,1,0.005402860651170293
0,15,Female,NHOPI,0,2,0.18708199543008186
0,15,Female,NHOPI,0,4,0.004907309730000783
0,15,Female,NHOPI,0,5,0.03254152642840419
0,15,Female,NHOPI,0,6,0.008130470341426112
0,15,Female,NHOPI,0,8,0.006653835895809221
0,15,Female,NHOPI,0,9,0.015409748820666938
0,15,Female,NHOPI,0,10,0.014081663959611258
0,15,Female,NHOPI,0,11,0.031055098196642685
0,15,Female,NHOPI,0,12,0.015190195362004548
0,15,Female,NHOPI,0,13,0.005388157450737968
0,15,Female,NHOPI,0,15,0.007447842059693859
0,15,Female,NHOPI,0,16,0.005614737539451479
0,15,Female,NHOPI,0,17,0.009798999902530546
0,15,Female,NHOPI,0,18,0.007703843657903994
0,15,Female,NHOPI,0,19,0.0065379154098195134
0,15,Female,NHOPI,0,20,0.004414585576379271
0,15,Female,NHOPI,0,21,0.005720675983592074
0,15,Female,NHOPI,0,22,0.01126799814949954
0,15,Female,NHOPI,0,23,0.004576540786873659
0,15,Female,NHOPI,0,24,0.014492379158433252
0,15,Female,NHOPI,0,25,0.012970463472232343
0,15,Female,NHOPI,0,26,0.009192927078110646
0,15,Female,NHOPI,0,27,0.008570977701732685
0,15,Female,NHOPI,0,28,0.003051027191249106
0,15,Female,NHOPI,0,29,0.004534797877540649
0,15,Female,NHOPI,0,30,0.006316579731882915
0,15,Female,NHOPI,0,31,0.008349094678756
0,15,Female,NHOPI,0,32,0.00498126888367201
0,15,Female,NHOPI,0,33,0.011653228855465334
0,15,Female,NHOPI,0,34,0.01501677445692919
0,15,Female,NHOPI,0,35,0.004462127267201818
0,15,Female,NHOPI,0,36,0.010971702010074217
0,15,Female,NHOPI,0,37,0.009067208291874414
0,15,Female,NHOPI,0,38,0.008686952419528703
